,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
7713,2710 BEECH MILL WAY,6/24/22,"$652,000 ",0.22,2018,"3,198",652000,203.8774234,2022,34.2240376,-84.1831368,13117130415
7714,2710 BEECH MILL WAY,5/25/18,"$356,485 ",0.22,2018,"3,198",356485,111.471232,2018,34.2240376,-84.1831368,13117130415
7715,2710 CANTER MEADOW DR,4/18/19,"$381,575 ",0.21,2019,"2,644",381575,144.3173222,2019,34.2223593,-84.1810563,13117130415
7716,2710 CRIMSON DOWNS DR,1/27/21,"$456,585 ",0.33,2020,"3,429",456585,133.1539808,2021,34.2192166,-84.1809533,13117130415
7717,2710 CROWBROOK WAY,8/25/20,"$491,130 ",0.29,2020,"4,266",491130,115.1265823,2020,34.2207381,-84.1815507,13117130415
7718,2710 CROWHOP CT,2/26/20,"$399,900 ",0.29,2018,"2,767",399900,144.5247561,2020,34.2196849,-84.1809619,13117130415
7719,2710 WESTLINGTON CIR,5/10/19,"$339,500 ",0.16,2019,"2,078",339500,163.3782483,2019,34.2244327,-84.1887392,13117130415
7720,2715 BEECH MILL WAY,4/8/22,"$620,000 ",0.29,2017,"2,602",620000,238.2782475,2022,34.2237541,-84.1835487,13117130415
7721,2715 CANTER MEADOW DR,5/27/20,"$380,000 ",0.18,2019,"3,119",380000,121.8339211,2020,34.2228787,-84.1810563,13117130415
7722,2715 CROWBROOK WAY,7/10/20,"$559,480 ",0.3,2020,"4,451",559480,125.697596,2020,34.2212614,-84.1816331,13117130415
7723,2715 WESTLINGTON CIR,9/12/18,"$390,000 ",0.16,2018,"2,765",390000,141.0488246,2018,34.2240689,-84.1883684,13117130415
7724,2720 BEECH MILL WAY,1/18/18,"$372,460 ",0.33,2017,"2,595",372460,143.5298651,2018,34.2241752,-84.1833015,13117130415
7725,2720 CANTER MEADOW DR,11/30/18,"$427,650 ",0.21,2018,"3,038",427650,140.7669519,2018,34.2224607,-84.1809121,13117130415
7726,2720 CRIMSON DOWNS DR,9/28/20,"$468,000 ",0.32,2020,"3,812",468000,122.7701994,2020,34.2193141,-84.1807267,13117130415
7727,2720 CROWBROOK WAY,11/13/20,"$440,000 ",0.3,2020,"3,339",440000,131.7759808,2020,34.2208789,-84.1813241,13117130415
7728,2720 CROWHOP CT,4/29/20,"$420,000 ",0.23,2019,"4,467",420000,94.02283412,2020,34.2198323,-84.1811593,13117130415
7729,2720 WESTLINGTON CIR,3/14/19,"$317,650 ",0.17,2018,"1,692",317650,187.7364066,2019,34.2242654,-84.1888627,13117130415
7730,2725 CROWBROOK WAY,6/3/22,"$901,000 ",0.29,2020,"4,781",901000,188.4542983,2022,34.2213156,-84.1814065,13117130415
7731,2725 CROWBROOK WAY,5/28/20,"$562,725 ",0.29,2020,"4,781",562725,117.7002719,2020,34.2213156,-84.1814065,13117130415
7732,2725 WESTLINGTON CIR,3/22/18,"$406,600 ",0.16,2017,"3,621",406600,112.2894228,2018,34.2239223,-84.1884714,13117130415
7733,2730 CANTER MEADOW DR,10/22/19,"$444,940 ",0.21,2019,"2,825",444940,157.500885,2019,34.2224942,-84.1807061,13117130415
7734,2730 CRIMSON DOWNS DR,6/23/20,"$390,450 ",0.32,2020,"3,289",390450,118.7138948,2020,34.2194116,-84.1805002,13117130415
7735,2730 CROWBROOK WAY,1/25/21,"$465,650 ",0.28,2020,"3,370",465650,138.1750742,2021,34.2209517,-84.1810357,13117130415
7736,2730 CROWHOP CT,11/21/19,"$405,625 ",0.38,2018,"2,767",405625,146.5937839,2019,34.2200979,-84.1812829,13117130415
7737,2730 WESTLINGTON CIR,5/13/19,"$337,800 ",0.17,2019,"1,888",337800,178.9194915,2019,34.2241847,-84.1889863,13117130415
7738,2735 CROWBROOK WAY,10/26/20,"$450,000 ",0.27,2020,"2,706",450000,166.2971175,2020,34.2213904,-84.1811593,13117130415
7739,2735 CROWHOP CT,5/24/19,"$493,980 ",0.5,2018,"3,739",493980,132.1155389,2019,34.2199521,-84.1818597,13117130415
7740,2735 WESTLINGTON CIR,5/30/18,"$388,375 ",0.16,2018,"3,060",388375,126.9199346,2018,34.2238209,-84.1886156,13117130415
7741,2740 CANTER MEADOW DR,2/28/19,"$416,330 ",0.22,2018,"3,062",416330,135.9666884,2019,34.2225916,-84.1804796,13117130415
7742,2740 CRIMSON DOWNS DR,6/11/20,"$463,000 ",0.3,2019,"4,519",463000,102.4562956,2020,34.2195542,-84.1803148,13117130415
7743,2740 CROWBROOK WAY,1/28/21,"$454,420 ",0.25,2020,"3,382",454420,134.3642815,2021,34.2210266,-84.1807885,13117130415
7744,2740 CROWHOP CT,2/28/19,"$568,305 ",0.5,2018,"4,511",568305,125.9820439,2019,34.2201568,-84.1816125,13117130415
7745,2745 CROWBROOK WAY,3/17/21,"$447,255 ",0.26,2020,"2,773",447255,161.2892175,2021,34.2213994,-84.1808915,13117130415
7746,2745 WESTLINGTON CIR,11/16/18,"$416,780 ",0.16,2018,"2,661",416780,156.6253288,2018,34.2237402,-84.1887392,13117130415
7747,2750 CRIMSON DOWNS DR,12/16/19,"$478,300 ",0.29,2019,"4,231",478300,113.0465611,2019,34.2196537,-84.1801294,13117130415
7748,2750 CROWBROOK WAY,1/19/21,"$454,945 ",0.25,2020,"3,106",454945,146.4729556,2021,34.2210375,-84.180562,13117130415
7749,2750 WESTLINGTON CIR,4/22/19,"$343,450 ",0.18,2018,"2,094",343450,164.0162369,2019,34.2240607,-84.1891099,13117130415
7750,2755 CROWBROOK WAY,4/23/21,"$510,900 ",0.26,2020,"3,371",510900,151.5574014,2021,34.2214516,-84.1806238,13117130415
7751,2755 WESTLINGTON CIR,11/26/18,"$402,100 ",0.16,2018,"2,661",402100,151.1086058,2018,34.2236595,-84.1888627,13117130415
7752,2760 CROWBROOK WAY,8/27/20,"$460,000 ",0.26,2020,"3,952",460000,116.3967611,2020,34.2209353,-84.1802324,13117130415
7753,2760 WESTLINGTON CIR,2/13/19,"$350,675 ",0.18,2018,"2,566",350675,136.66212,2019,34.2238926,-84.1892236,13117130415
7754,2765 CROWBROOK WAY,2/26/20,"$550,030 ",0.3,2019,"4,231",550030,130.0,2020,34.2214586,-84.1803148,13117130415
7755,2765 WESTLINGTON CIR,8/2/18,"$400,005 ",0.16,2018,"2,900",400005,137.9327586,2018,34.2235788,-84.1889863,13117130415
7756,2770 CROWBROOK WAY,8/19/20,"$460,000 ",0.3,2020,"3,636",460000,126.5126513,2020,34.2209462,-84.1800058,13117130415
7757,2770 WESTLINGTON CIR,5/8/19,"$334,075 ",0.23,2019,"1,832",334075,182.3553493,2019,34.2240014,-84.1893036,13117130415
7758,2775 CROWBROOK WAY,5/28/20,"$500,000 ",0.31,2020,"4,048",500000,123.5177866,2020,34.2215108,-84.180047,13117130415
7759,2775 SAWNEE VIEW DR,7/19/21,"$430,000 ",0.67,1999,"2,735",430000,157.2212066,2021,34.2310638,-84.1935173,13117130415
7760,2780 CROWBROOK WAY,9/18/19,"$416,695 ",0.49,2019,"2,724",416695,152.9717327,2019,34.2211057,-84.1797174,13117130415
7761,2785 CROWBROOK WAY,9/29/20,"$458,780 ",0.39,2020,"3,258",458780,140.8164518,2020,34.2213692,-84.1797998,13117130415
7762,2805 CARRIAGE MOUND CT,3/11/19,"$569,050 ",0.29,2018,"4,434",569050,128.3378439,2019,34.2199368,-84.1806238,13117130415
7763,2805 COACH RIVER WAY,10/29/21,"$518,725 ",0.45,2021,"2,620",518725,197.9866412,2021,34.2251805,-84.1831552,13117130415
7764,2805 PRESTWOOD DR,11/25/19,"$412,680 ",0.24,2019,"2,841",412680,145.2587117,2019,34.2229348,-84.1807375,13117130415
7765,2805 WESTLINGTON CIR,5/15/18,"$320,950 ",0.16,2018,"2,253",320950,142.4545051,2018,34.223488,-84.1898102,13117130415
7766,2810 CANTER MEADOW DR,11/18/19,"$408,130 ",0.22,2019,"3,090",408130,132.0809061,2019,34.2226025,-84.180253,13117130415
7767,2810 CARRIAGE MOUND CT,7/19/19,"$532,560 ",0.28,2019,"4,508",532560,118.136646,2019,34.2203076,-84.180086,13117130415
7768,2810 COACH RIVER WAY,2/17/21,"$450,000 ",0.34,2020,"2,653",450000,169.6192989,2021,34.2254521,-84.1828484,13117130415
7769,2810 CRIMSON DOWNS DR,6/26/19,"$481,270 ",0.29,2019,"4,315",481270,111.5341831,2019,34.219817,-84.1799234,13117130415
7770,2810 ELDERBERRY LN,2/12/21,"$302,000 ",0.55,1998,"1,754",302000,172.1778791,2021,34.2305269,-84.1931466,13117130415
7771,2815 BROOKFIELD CIR,4/5/21,"$295,000 ",1.14,1976,"1,887",295000,156.3328034,2021,34.2290244,-84.1924875,13117130415
7772,2815 CANTER MEADOW DR,9/17/18,"$392,400 ",0.38,2018,"2,765",392400,141.9168174,2018,34.2229441,-84.1801879,13117130415
7773,2815 COACH RIVER WAY,11/25/20,"$377,150 ",0.33,2020,"2,861",377150,131.8245369,2020,34.2253506,-84.1833274,13117130415
7774,2815 PRESTWOOD DR,11/26/19,"$401,330 ",0.22,2019,"3,090",401330,129.8802589,2019,34.2231453,-84.1807473,13117130415
7775,2815 WESTLINGTON CIR,4/27/18,"$339,200 ",0.17,2017,"3,327",339200,101.9537121,2018,34.2236217,-84.1898925,13117130415
7776,2820 CANTER MEADOW DR,10/30/18,"$417,305 ",0.22,2018,"3,038",417305,137.3617512,2018,34.2225495,-84.180047,13117130415
7777,2820 CARRIAGE MOUND CT,6/11/20,"$490,005 ",0.31,2019,"3,598",490005,136.1881601,2020,34.2204425,-84.1803354,13117130415
7778,2820 CHANNING WAY,7/20/22,"$400,000 ",0.48,1994,"1,984",400000,201.6129032,2022,34.2328252,-84.1868443,13117130415
7779,2820 CHANNING WAY,1/29/20,"$235,000 ",0.48,1994,"1,984",235000,118.4475806,2020,34.2328252,-84.1868443,13117130415
7780,2820 COACH RIVER WAY,11/2/21,"$491,765 ",0.29,2021,"2,620",491765,187.6965649,2021,34.2255691,-84.1830338,13117130415
7781,2820 CRIMSON DOWNS DR,12/30/19,"$470,255 ",0.29,2019,"3,707",470255,126.8559482,2019,34.2199823,-84.1797586,13117130415
7782,2820 ELDERBERRY LN,1/7/21,"$288,000 ",0.55,1995,"2,290",288000,125.7641921,2021,34.2302072,-84.1932496,13117130415
7783,2820 PRESTWOOD DR,7/30/18,"$358,200 ",0.25,2018,"2,760",358200,129.7826087,2018,34.2233402,-84.1802942,13117130415
7784,2820 SAWNEE VIEW DR,5/18/18,"$365,000 ",0.5,1995,"1,985",365000,183.8790932,2018,34.2306513,-84.1921168,13117130415
7785,2825 CANTER MEADOW DR,5/29/18,"$381,425 ",0.27,2018,"2,765",381425,137.9475588,2018,34.2229764,-84.1799234,13117130415
7786,2825 COACH RIVER WAY,11/25/20,"$381,070 ",0.38,2020,"2,861",381070,133.1946872,2020,34.225523,-84.183479,13117130415
7787,2825 SAWNEE VIEW DR,4/30/21,"$401,200 ",0.66,1995,"1,927",401200,208.1992735,2021,34.2314189,-84.1921286,13117130415
7788,2825 WESTLINGTON CIR,8/28/18,"$348,380 ",0.16,2018,"2,754",348380,126.4996369,2018,34.2237554,-84.1899749,13117130415
7789,2830 CANTER MEADOW DR,3/29/19,"$406,205 ",0.22,2018,"3,153",406205,128.8312718,2019,34.2225397,-84.179841,13117130415
7790,2830 CARRIAGE MOUND CT,4/11/19,"$597,475 ",0.41,2018,"4,405",597475,135.6356413,2019,34.2205447,-84.1806649,13117130415
7791,2830 COACH RIVER WAY,11/25/20,"$469,810 ",0.3,2020,"2,653",469810,177.0863174,2020,34.22575,-84.1831986,13117130415
7792,2830 ELDERBERRY LN,9/12/19,"$291,000 ",0.58,1995,"2,028",291000,143.4911243,2019,34.2298758,-84.1931054,13117130415
7793,2830 PRESTWOOD DR,4/20/22,"$650,000 ",0.24,2019,"2,819",650000,230.5782192,2022,34.2235568,-84.1802647,13117130415
7794,2830 PRESTWOOD DR,12/17/20,"$423,000 ",0.24,2019,"2,819",423000,150.0532104,2020,34.2235568,-84.1802647,13117130415
7795,2830 PRESTWOOD DR,5/31/19,"$387,000 ",0.24,2019,"2,819",387000,137.2827244,2019,34.2235568,-84.1802647,13117130415
7796,2830 WESTLINGTON CIR,2/25/19,"$322,625 ",0.16,2018,"1,940",322625,166.3015464,2019,34.2240841,-84.1896042,13117130415
7797,2835 CANTER MEADOW DR,5/21/18,"$366,655 ",0.23,2018,"3,198",366655,114.6513446,2018,34.2229214,-84.1796762,13117130415
7798,2835 CHANNING WAY,5/25/18,"$260,000 ",0.6,1994,"1,944",260000,133.744856,2018,34.2323804,-84.1875034,13117130415
7799,2835 CRIMSON DOWNS DR,2/22/19,"$549,630 ",0.31,2018,"3,921",549630,140.1759755,2019,34.2205508,-84.1798822,13117130415
7800,2835 PRESTWOOD DR,11/25/19,"$397,270 ",0.22,2019,"2,841",397270,139.8345653,2019,34.2233243,-84.1808709,13117130415
7801,2835 SAWNEE VIEW DR,4/24/19,"$370,000 ",0.7,1995,"1,987",370000,186.2103674,2019,34.2314128,-84.1917461,13117130415
7802,2835 WESTLINGTON CIR,8/31/20,"$413,000 ",0.16,2018,"2,744",413000,150.5102041,2020,34.2238478,-84.1900985,13117130415
7803,2835 WESTLINGTON CIR,5/11/18,"$353,525 ",0.16,2018,"2,744",353525,128.8356414,2018,34.2238478,-84.1900985,13117130415
7804,2840 CRIMSON DOWNS DR,2/15/19,"$502,775 ",0.56,2018,"4,511",502775,111.4553314,2019,34.2202864,-84.179326,13117130415
7805,2840 PRESTWOOD DR,4/14/20,"$407,405 ",0.24,2019,"3,065",407405,132.9216966,2020,34.2237001,-84.18044,13117130415
7806,2840 WESTLINGTON CIR,2/7/19,"$353,825 ",0.15,2018,"2,718",353825,130.17844,2019,34.2242405,-84.1897072,13117130415
7807,2845 CANTER MEADOW DR,6/28/18,"$380,225 ",0.22,2018,"2,720",380225,139.7886029,2018,34.2228684,-84.1794702,13117130415
7808,2845 CRIMSON DOWNS DR,6/22/21,"$515,000 ",0.46,2018,"2,662",515000,193.4635612,2021,34.2205765,-84.1795114,13117130415
7809,2845 CRIMSON DOWNS DR,8/26/19,"$432,635 ",0.46,2018,"2,662",432635,162.5225394,2019,34.2205765,-84.1795114,13117130415
7810,2845 WESTLINGTON CIR,3/1/18,"$362,255 ",0.16,2017,"3,327",362255,108.8833784,2018,34.2239835,-84.1902221,13117130415
7811,2850 CANTER MEADOW DR,7/22/19,"$389,375 ",0.21,2018,"2,756",389375,141.282656,2019,34.2224021,-84.1796762,13117130415
7812,2850 PRESTWOOD DR,6/23/22,"$665,000 ",0.23,2019,"2,841",665000,234.0725097,2022,34.2237493,-84.1807061,13117130415
7813,2850 PRESTWOOD DR,3/20/20,"$402,380 ",0.23,2019,"2,841",402380,141.6332277,2020,34.2237493,-84.1807061,13117130415
7814,2850 SAWNEE VIEW DR,8/6/21,"$434,000 ",0.56,1995,"2,549",434000,170.2628482,2021,34.2311987,-84.1908811,13117130415
7815,2850 WESTLINGTON CIR,6/27/19,"$306,000 ",0.15,2019,"1,356",306000,225.6637168,2019,34.2243122,-84.1898514,13117130415
7816,2855 CANTER MEADOW DR,5/21/19,"$385,030 ",0.21,2018,"3,062",385030,125.7446114,2019,34.222776,-84.1793466,13117130415
7817,2855 PRESTWOOD DR,5/28/19,"$405,000 ",0.2,2019,"3,023",405000,133.9728746,2019,34.2234187,-84.1810357,13117130415
7818,2855 WESTLINGTON CIR,6/26/18,"$360,125 ",0.16,2018,"2,951",360125,122.0349034,2018,34.2240759,-84.1903456,13117130415
7819,2860 CANTER MEADOW DR,6/24/20,"$420,000 ",0.21,2018,"3,062",420000,137.1652515,2020,34.2223077,-84.1795114,13117130415
7820,2860 CANTER MEADOW DR,2/22/19,"$405,000 ",0.21,2018,"3,062",405000,132.2664925,2019,34.2223077,-84.1795114,13117130415
7821,2860 PRESTWOOD DR,3/17/20,"$410,760 ",0.21,2019,"2,912",410760,141.0576923,2020,34.223823,-84.1808915,13117130415
7822,2860 WESTLINGTON CIR,2/27/19,"$328,725 ",0.17,2018,"1,940",328725,169.4458763,2019,34.2244046,-84.1899749,13117130415
7823,2865 BROOKFIELD CIR,9/28/22,"$270,000 ",1.06,1977,"1,304",270000,207.0552147,2022,34.229227,-84.189963,13117130415
7824,2865 CANTER MEADOW DR,1/31/19,"$425,650 ",0.22,2018,"2,724",425650,156.2591777,2019,34.2226797,-84.1791406,13117130415
7825,2865 PRESTWOOD DR,8/27/21,"$606,000 ",0.24,2019,"2,985",606000,203.0150754,2021,34.2235641,-84.1811745,13117130415
7826,2865 PRESTWOOD DR,5/28/19,"$385,680 ",0.24,2019,"2,985",385680,129.2060302,2019,34.2235641,-84.1811745,13117130415
7827,2865 WESTLINGTON CIR,4/27/18,"$394,000 ",0.16,2017,"3,327",394000,118.4250075,2018,34.224189,-84.1904486,13117130415
7828,2865 WILLOW WISP WAY,10/15/18,"$409,900 ",1.0,2018,"2,882",409900,142.2276197,2018,34.2330946,-84.1916226,13117130415
7829,2870 CANTER MEADOW DR,2/22/19,"$404,900 ",0.19,2018,"2,898",404900,139.7170462,2019,34.2222134,-84.1793466,13117130415
7830,2870 PRESTWOOD DR,2/27/20,"$413,145 ",0.21,2019,"3,090",413145,133.7038835,2020,34.2239173,-84.1810563,13117130415
7831,2870 WESTLINGTON CIR,11/19/18,"$317,800 ",0.17,2018,"1,704",317800,186.5023474,2018,34.224497,-84.1900985,13117130415
7832,2870 WILLOW WISP WAY,5/15/18,"$379,900 ",0.72,2000,"2,261",379900,168.0229987,2018,34.2331102,-84.1919521,13117130415
7833,2870 WOODLAND HILLS DR,8/31/21,"$305,000 ",0.48,1994,"1,531",305000,199.2161986,2021,34.2317589,-84.1871738,13117130415
7834,2875 CANTER MEADOW DR,1/7/22,"$631,332 ",0.31,2018,"2,973",631332,212.3551968,2022,34.2226286,-84.1789758,13117130415
7835,2875 CANTER MEADOW DR,5/2/19,"$396,280 ",0.31,2018,"2,973",396280,133.2929701,2019,34.2226286,-84.1789758,13117130415
7836,2875 WESTLINGTON CIR,8/14/18,"$401,730 ",0.16,2018,"2,790",401730,143.9892473,2018,34.2242607,-84.1905928,13117130415
7837,2880 CANTER MEADOW DR,11/30/18,"$422,405 ",0.26,2018,"3,105",422405,136.0402576,2018,34.2220964,-84.1791612,13117130415
7838,2880 WESTLINGTON CIR,11/16/18,"$335,025 ",0.22,2018,"2,106",335025,159.0811966,2018,34.2246347,-84.1902633,13117130415
7839,2880 WOODLAND HILLS DR,9/1/22,"$505,500 ",0.58,1994,"1,534",505500,329.5306389,2022,34.2317707,-84.1875006,13117130415
7840,2885 CANTER MEADOW DR,7/27/18,"$372,000 ",0.31,2018,"3,054",372000,121.8074656,2018,34.222489,-84.1787698,13117130415
7841,2885 WESTLINGTON CIR,10/16/18,"$371,380 ",0.16,2018,"2,826",371380,131.4154282,2018,34.2243531,-84.1907164,13117130415
7842,2885 WOODLAND HILLS DR,9/27/19,"$265,000 ",0.73,1994,"1,672",265000,158.492823,2019,34.2310517,-84.187318,13117130415
7843,2890 CANTER MEADOW DR,9/17/21,"$545,000 ",0.31,2018,"2,913",545000,187.0923447,2021,34.2221053,-84.1788934,13117130415
7844,2890 CANTER MEADOW DR,7/30/18,"$383,905 ",0.31,2018,"2,913",383905,131.7902506,2018,34.2221053,-84.1788934,13117130415
7845,2890 WESTLINGTON CIR,10/16/18,"$303,575 ",0.2,2018,"1,585",303575,191.5299685,2018,34.2247271,-84.1903868,13117130415
7846,2890 WILLOW WISP WAY,8/6/21,"$419,900 ",0.64,1995,"2,019",419900,207.9742447,2021,34.232403,-84.1920962,13117130415
7847,2895 CANTER MEADOW DR,8/30/18,"$367,420 ",0.31,2018,"3,198",367420,114.8905566,2018,34.2222706,-84.1787286,13117130415
7848,2905 WESTERN HIGHLAND BLVD,2/19/21,"$478,050 ",0.23,2020,"3,824",478050,125.0130753,2021,34.2257558,-84.181229,13117130415
7849,2910 AMBLE VALLEY AVE,11/18/20,"$429,150 ",0.24,2020,"3,756",429150,114.2571885,2020,34.2261036,-84.1814623,13117130415
7850,2910 COACH RIVER WAY,12/29/20,"$438,200 ",0.3,2020,"2,190",438200,200.0913242,2020,34.2259909,-84.1832604,13117130415
7851,2910 PRESTWOOD DR,3/16/22,"$550,000 ",0.21,2019,"2,651",550000,207.4688797,2022,34.2240324,-84.1812005,13117130415
7852,2910 PRESTWOOD DR,7/8/19,"$364,175 ",0.21,2019,"2,651",364175,137.3726896,2019,34.2240324,-84.1812005,13117130415
7853,2910 WESTLINGTON CIR,12/19/18,"$359,550 ",0.17,2018,"2,736",359550,131.4144737,2018,34.2248195,-84.1905104,13117130415
7854,2915 AMBLE VALLEY AVE,1/14/21,"$473,700 ",0.32,2020,"3,680",473700,128.7228261,2021,34.2261022,-84.1815173,13117130415
7855,2915 COACH RIVER WAY,5/28/21,"$381,750 ",0.27,2021,"2,125",381750,179.6470588,2021,34.2258884,-84.1838371,13117130415
7856,2915 FURLONG CT,8/28/18,"$364,260 ",0.32,2018,"2,786",364260,130.7465901,2018,34.2232651,-84.1814477,13117130415
7857,2915 PRESTWOOD DR,9/25/18,"$364,750 ",0.24,2018,"2,786",364750,130.9224695,2018,34.2237742,-84.1815445,13117130415
7858,2915 WESTERN HIGHLAND BLVD,11/29/21,"$475,655 ",0.18,2021,"3,037",475655,156.6200198,2021,34.2257085,-84.1809533,13117130415
7859,2915 WILLOW WISP WAY,12/7/18,"$402,600 ",1.12,2018,"2,882",402600,139.6946565,2018,34.2318931,-84.1909223,13117130415
7860,2920 AMBLE VALLEY AVE,11/18/20,"$406,775 ",0.19,2020,"3,428",406775,118.6624854,2020,34.2261772,-84.181407,13117130415
7861,2920 COACH RIVER WAY,2/19/21,"$452,705 ",0.27,2020,"2,861",452705,158.2331353,2021,34.2261699,-84.1833839,13117130415
7862,2920 HAYLOFT CT,6/29/21,"$459,070 ",0.32,2021,"2,805",459070,163.6613191,2021,34.2257723,-84.1841255,13117130415
7863,2920 PRESTWOOD DR,9/18/18,"$374,130 ",0.21,2018,"3,198",374130,116.988743,2018,34.2241267,-84.1813653,13117130415
7864,2920 WESTLINGTON CIR,11/17/21,"$510,000 ",0.2,2018,"2,152",510000,236.9888476,2021,34.2249119,-84.190634,13117130415
7865,2920 WESTLINGTON CIR,11/30/18,"$382,220 ",0.2,2018,"2,152",382220,177.6115242,2018,34.2249119,-84.190634,13117130415
7866,2920 WILLOW WISP WAY,9/24/18,"$342,900 ",0.56,2018,"2,773",342900,123.6566895,2018,34.2316618,-84.1911415,13117130415
7867,2925 AMBLE VALLEY AVE,4/19/21,"$467,075 ",0.21,2020,"3,416",467075,136.7315574,2021,34.2261821,-84.1815918,13117130415
7868,2925 COACH RIVER WAY,6/28/21,"$493,640 ",0.22,2021,"2,636",493640,187.2685888,2021,34.2260654,-84.1839195,13117130415
7869,2925 FURLONG CT,11/30/18,"$359,855 ",0.23,2018,"3,071",359855,117.1784435,2018,34.223145,-84.1816537,13117130415
7870,2925 HAYLOFT CT,11/27/20,"$387,535 ",0.45,2020,"2,647",387535,146.4053646,2020,34.2252451,-84.1839607,13117130415
7871,2925 PRESTWOOD DR,7/6/18,"$355,075 ",0.23,2018,"3,198",355075,111.0303315,2018,34.2238433,-84.1817773,13117130415
7872,2925 WESTERN HIGHLAND BLVD,8/30/21,"$462,368 ",0.2,2021,"3,484",462368,132.7118255,2021,34.2255748,-84.1808392,13117130415
7873,2925 WESTLINGTON CIR,2/22/19,"$379,900 ",0.15,2018,"2,736",379900,138.8523392,2019,34.2245871,-84.1910871,13117130415
7874,2930 AMBLE VALLEY AVE,2/5/21,"$417,850 ",0.18,2020,"3,244",417850,128.8070284,2021,34.2262415,-84.1816491,13117130415
7875,2930 COACH RIVER WAY,2/23/21,"$468,705 ",0.26,2020,"3,130",468705,149.7460064,2021,34.2263489,-84.1835075,13117130415
7876,2930 FURLONG CT,11/14/19,"$395,830 ",0.3,2019,"2,841",395830,139.3277015,2019,34.2235127,-84.1821069,13117130415
7877,2930 HAYLOFT CT,4/23/21,"$451,260 ",0.37,2020,"2,584",451260,174.6362229,2021,34.225658,-84.184455,13117130415
7878,2930 PRESTWOOD DR,10/7/21,"$478,000 ",0.21,2019,"2,547",478000,187.6717707,2021,34.2242004,-84.1815507,13117130415
7879,2930 PRESTWOOD DR,9/20/19,"$349,200 ",0.21,2019,"2,547",349200,137.1024735,2019,34.2242004,-84.1815507,13117130415
7880,2930 WESTERN HIGHLAND BLVD,7/20/21,"$496,755 ",0.24,2021,"3,432",496755,144.7421329,2021,34.2252009,-84.1812005,13117130415
7881,2935 AMBLE VALLEY AVE,2/25/21,"$468,850 ",0.21,2020,"3,445",468850,136.095791,2021,34.226301,-84.1817064,13117130415
7882,2935 BROOKFIELD CIR,1/3/20,"$296,000 ",3.36,1978,"2,002",296000,147.8521479,2020,34.227505,-84.1879588,13117130415
7883,2935 COACH RIVER WAY,7/29/21,"$480,750 ",0.22,2021,"2,620",480750,183.4923664,2021,34.2262444,-84.1840431,13117130415
7884,2935 FURLONG CT,2/19/19,"$409,130 ",0.44,2019,"3,090",409130,132.4045307,2019,34.2230947,-84.1819627,13117130415
7885,2935 HAYLOFT CT,2/24/21,"$469,205 ",0.51,2020,"3,211",469205,146.1242604,2021,34.2251761,-84.1843314,13117130415
7886,2935 PRESTWOOD DR,2/25/20,"$419,985 ",0.23,2019,"3,090",419985,135.9174757,2020,34.2239377,-84.1819421,13117130415
7887,2935 WESTERN HIGHLAND BLVD,10/6/21,"$610,000 ",0.21,2021,"3,793",610000,160.8225679,2021,34.2251382,-84.181099,13117130415
7888,2935 WESTLINGTON CIR,2/28/19,"$372,900 ",0.15,2018,"2,633",372900,141.6255222,2019,34.2246795,-84.1912107,13117130415
7889,2940 AMBLE VALLEY AVE,2/19/21,"$405,925 ",0.18,2020,"3,121",405925,130.06248,2021,34.2263605,-84.1817637,13117130415
7890,2940 FURLONG CT,5/24/19,"$387,980 ",0.31,2019,"2,841",387980,136.5645899,2019,34.2232756,-84.1821275,13117130415
7891,2940 HAYLOFT CT,7/26/21,"$536,000 ",0.4,2020,"2,690",536000,199.2565056,2021,34.2254023,-84.1845374,13117130415
7892,2940 PRESTWOOD DR,9/28/18,"$383,660 ",0.21,2018,"2,765",383660,138.755877,2018,34.2243155,-84.1816949,13117130415
7893,2940 WESTERN HIGHLAND BLVD,10/4/21,"$610,000 ",0.24,2021,"3,085",610000,197.7309562,2021,34.2250846,-84.1810447,13117130415
